MANDT,POSTYPE,MATNR,OWNER,OWNER_ROLE,BATCH,CAT,STOCK_DOCCAT,STOCK_DOCNO,STOCK_ITMNO,STOCK_USAGE,ENTITELED,ENTITLED_ROLE,COO,QUAN,UNIT,HUTYP,LGPLA,GR_DATE,GR_TIME,VFDAT,PMAT,EXTNO,HUIDENT,PARHUIDENT,TOPHUIDENT,ROW,REFROW,G_WEIGHT,N_WEIGHT,UNIT_GW,T_WEIGHT,UNIT_TW,G_VOLUME,N_VOLUME,UNIT_GV,T_VOLUME,UNIT_TV,G_CAPA,N_CAPA,T_CAPA,LENGTH,WIDTH,HEIGHT,UNIT_LWH,MAX_WEIGHT,TOLW,TARE_VAR,MAX_VOLUME,TOLV,CLOSED_PACKAGE,MAX_CAPA,MAX_LENGTH,MAX_WIDTH,MAX_HEIGHT,UNIT_MAX_LWH,SERNR,CWQUAN,CWUNIT,CWEXACT,LOGPOS,UII,DUMMY_ISU,ZEUGN,AMOUNT_LC
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,84513,20230608,,,00000000000000,,00000000000000,2448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,213131,20230608,,,00000000000000,,00000000000000,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,212239,20230608,,,00000000000000,,00000000000000,2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,212532,20230608,,,00000000000000,,00000000000000,2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,213616,20230608,,,00000000000000,,00000000000000,2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,213431,20230608,,,00000000000000,,00000000000000,2458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,221423,20230608,,,00000000000000,,00000000000000,2460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,215443,20230608,,,00000000000000,,00000000000000,2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,214312,20230608,,,00000000000000,,00000000000000,2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,212509,20230608,,,00000000000000,,00000000000000,2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,84615,20230608,,,00000000000000,,00000000000000,2468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,84930,20230608,,,00000000000000,,00000000000000,2470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,84825,20230608,,,00000000000000,,00000000000000,2472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,81829,20230608,,,00000000000000,,00000000000000,2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,214222,20230608,,,00000000000000,,00000000000000,2476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,221643,20230608,,,00000000000000,,00000000000000,2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,225751,20230608,,,00000000000000,,00000000000000,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,213455,20230608,,,00000000000000,,00000000000000,2482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,214054,20230608,,,00000000000000,,00000000000000,2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,230253,20230608,,,00000000000000,,00000000000000,2486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,83548,20230608,,,00000000000000,,00000000000000,2488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,225102,20230608,,,00000000000000,,00000000000000,2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,230811,20230608,,,00000000000000,,00000000000000,2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,225554,20230608,,,00000000000000,,00000000000000,2494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,214742,20230608,,,00000000000000,,00000000000000,2496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,82211,20230608,,,00000000000000,,00000000000000,2498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,224726,20230608,,,00000000000000,,00000000000000,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,81857,20230608,,,00000000000000,,00000000000000,2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,222155,20230608,,,00000000000000,,00000000000000,2504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,82052,20230608,,,00000000000000,,00000000000000,2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,83340,20230608,,,00000000000000,,00000000000000,2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,220542,20230608,,,00000000000000,,00000000000000,2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,215800,20230608,,,00000000000000,,00000000000000,2512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,230747,20230608,,,00000000000000,,00000000000000,2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,220354,20230608,,,00000000000000,,00000000000000,2516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,84037,20230608,,,00000000000000,,00000000000000,2518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,220106,20230608,,,00000000000000,,00000000000000,2520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,85114,20230608,,,00000000000000,,00000000000000,2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,85045,20230608,,,00000000000000,,00000000000000,2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,92333,20230608,,,00000000000000,,00000000000000,2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,215531,20230608,,,00000000000000,,00000000000000,2528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,215728,20230608,,,00000000000000,,00000000000000,2530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,83919,20230608,,,00000000000000,,00000000000000,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,225506,20230608,,,00000000000000,,00000000000000,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,215913,20230608,,,00000000000000,,00000000000000,2536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,83846,20230608,,,00000000000000,,00000000000000,2538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,221232,20230608,,,00000000000000,,00000000000000,2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,221521,20230608,,,00000000000000,,00000000000000,2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,81757,20230608,,,00000000000000,,00000000000000,2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,230609,20230608,,,00000000000000,,00000000000000,2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,221841,20230608,,,00000000000000,,00000000000000,2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32135228,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,80,PCE,,HIGH BAY BIN,20230608,230645,20230608,,,00000000000000,,00000000000000,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,30624577,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,3000,PCE,,HIGH BAY BIN,20230608,204711,20230608,,,00000000000000,,00000000000000,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,30746641,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,4500,PCE,,HIGH BAY BIN,20230608,204711,20230608,,,00000000000000,,00000000000000,2554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31375948,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,448,PCE,,HIGH BAY BIN,20230608,123226,20230608,,,00000000000000,,00000000000000,2556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,32249153,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,2160,PCE,,HIGH BAY BIN,20230608,84642,20230608,,,00000000000000,,00000000000000,2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31460969,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,2640,PCE,,HIGH BAY BIN,20230608,84642,20230608,,,00000000000000,,00000000000000,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31460969,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,2640,PCE,,HIGH BAY BIN,20230608,84642,20230608,,,00000000000000,,00000000000000,2562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31460969,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,2640,PCE,,HIGH BAY BIN,20230608,84642,20230608,,,00000000000000,,00000000000000,2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31460968,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,2640,PCE,,HIGH BAY BIN,20230608,84642,20230608,,,00000000000000,,00000000000000,2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31460968,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,2640,PCE,,HIGH BAY BIN,20230608,84642,20230608,,,00000000000000,,00000000000000,2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31460968,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,2640,PCE,,HIGH BAY BIN,20230608,84642,20230608,,,00000000000000,,00000000000000,2570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,,HIGH BAY BIN,,,,8289999,X,00000000000000,,00000000000000,2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
